Education,Income,Age,Living_With,Total_Children,Kidhome,Teenhome,Recency,Wines,Fruits,Meats,Fish,Sweets,Golds,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,Complain,Country,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Day,Dayofweek,Month,Year,Is_Parent,Total_Spent,Income_Bucket,Age_Group,TotalCampaignsAcc,is_accepted
Graduate,26304.0,55,Partner,1,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,Germany,0,0,0,0,23,Sunday,6,2013,1,16,Lower,50-60,0,Not Accepted
Postgraduate,85710.0,35,Partner,0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,0,India,1,0,0,0,5,Sunday,5,2013,0,1062,Upper,30-40,1,Accepted
Graduate,102692.0,50,Alone,0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,0,South Africa,1,1,1,1,5,Friday,4,2013,0,1112,Upper,40-50,5,Accepted
Graduate,58350.0,53,Alone,1,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,Spain,0,0,0,0,4,Friday,1,2013,1,1001,Middle,50-60,0,Not Accepted
Graduate,7500.0,46,Alone,2,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,Spain,0,0,0,0,27,Thursday,12,2012,1,57,Lower,40-50,0,Not Accepted
Postgraduate,18890.0,40,Alone,0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,South Africa,0,0,0,1,10,Saturday,11,2012,0,35,Lower,30-40,2,Accepted
Undergraduate,20425.0,38,Partner,1,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,Canada,0,0,0,0,29,Monday,10,2012,1,57,Lower,30-40,0,Not Accepted
Undergraduate,20425.0,38,Partner,1,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,Germany,0,0,0,0,29,Monday,10,2012,1,57,Lower,30-40,0,Not Accepted
Postgraduate,41437.0,67,Alone,2,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,Spain,0,0,0,0,22,Saturday,9,2012,1,32,Middle,60-70,0,Not Accepted
Postgraduate,49912.0,75,Partner,1,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,Middle East,0,0,0,1,7,Friday,9,2012,1,874,Middle,70-80,2,Accepted
Postgraduate,49912.0,75,Partner,1,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,Australia,0,0,0,1,7,Friday,9,2012,1,874,Middle,70-80,2,Accepted
Graduate,79823.0,65,Partner,1,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,Australia,0,0,0,0,31,Monday,3,2014,1,1518,Upper,60-70,1,Accepted
Graduate,85683.0,70,Alone,0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,0,Spain,1,1,1,1,21,Friday,3,2014,0,1789,Upper,60-70,5,Accepted
Postgraduate,47025.0,59,Alone,2,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,Spain,0,0,0,0,9,Sunday,2,2014,1,20,Middle,50-60,0,Not Accepted
Postgraduate,68397.0,48,Partner,1,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,South Africa,0,0,0,0,17,Sunday,11,2013,1,1416,Middle,40-50,0,Not Accepted
Postgraduate,38175.0,40,Partner,1,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,Spain,0,0,0,0,23,Monday,9,2013,1,153,Middle,30-40,0,Not Accepted
Postgraduate,46423.0,52,Alone,2,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,Spain,0,0,0,0,18,Wednesday,9,2013,1,92,Middle,50-60,0,Not Accepted
Postgraduate,46423.0,52,Alone,2,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,Spain,0,0,0,0,18,Wednesday,9,2013,1,92,Middle,50-60,0,Not Accepted
Postgraduate,30560.0,48,Partner,1,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,South Africa,0,0,0,0,27,Thursday,6,2013,1,31,Lower,40-50,0,Not Accepted
Postgraduate,30560.0,48,Partner,1,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,Canada,0,0,0,0,27,Thursday,6,2013,1,31,Lower,40-50,0,Not Accepted
Graduate,60152.0,45,Alone,1,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,Spain,0,0,0,0,28,Thursday,3,2013,1,943,Middle,40-50,0,Not Accepted
Graduate,29672.0,59,Partner,2,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,South Africa,0,0,0,0,12,Tuesday,3,2013,1,25,Lower,50-60,0,Not Accepted
Graduate,29672.0,59,Partner,2,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,Spain,0,0,0,0,12,Tuesday,3,2013,1,25,Lower,50-60,0,Not Accepted
Graduate,70321.0,77,Partner,0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,Spain,0,0,0,1,16,Wednesday,1,2013,0,1376,Upper,70-80,1,Accepted
Graduate,56181.0,62,Partner,1,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,Spain,0,0,0,0,8,Tuesday,1,2013,1,393,Middle,60-70,0,Not Accepted
Undergraduate,24279.0,34,Partner,0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,Spain,0,0,0,0,29,Saturday,12,2012,0,263,Lower,30-40,0,Not Accepted
Postgraduate,68462.0,55,Partner,0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,Spain,0,0,0,0,12,Wednesday,12,2012,0,1670,Middle,50-60,0,Not Accepted
Postgraduate,55424.0,48,Partner,1,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,Spain,0,0,0,1,25,Sunday,11,2012,1,877,Middle,40-50,2,Accepted
Graduate,49094.0,51,Partner,1,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,Spain,0,0,0,0,21,Friday,9,2012,1,502,Middle,50-60,0,Not Accepted
Postgraduate,59184.0,63,Alone,1,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,Spain,0,0,0,0,9,Sunday,9,2012,1,1072,Middle,60-70,0,Not Accepted
Graduate,67430.0,37,Partner,0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,Germany,0,0,0,0,5,Wednesday,9,2012,0,1364,Middle,30-40,0,Not Accepted
Postgraduate,30522.0,64,Partner,1,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,Spain,0,0,0,0,17,Friday,8,2012,1,326,Lower,60-70,0,Not Accepted
Postgraduate,31878.0,47,Alone,1,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,Spain,0,0,0,0,22,Sunday,6,2014,1,70,Lower,40-50,0,Not Accepted
Graduate,83528.0,32,Alone,0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,Spain,0,1,0,1,1,Thursday,5,2014,0,1650,Upper,30-40,3,Accepted
Graduate,90300.0,45,Partner,0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,0,Spain,1,0,0,0,3,Friday,1,2014,0,1738,Upper,40-50,1,Accepted
Postgraduate,68092.0,46,Alone,0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,South Africa,0,0,0,0,16,Monday,12,2013,0,1281,Middle,40-50,0,Not Accepted
Postgraduate,53761.0,52,Partner,2,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,Australia,0,0,0,0,11,Friday,10,2013,1,325,Middle,50-60,0,Not Accepted
Graduate,52845.0,51,Partner,1,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,Spain,0,0,0,0,13,Tuesday,8,2013,1,936,Middle,50-60,1,Accepted
Graduate,24027.0,48,Partner,1,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,Spain,0,0,0,0,9,Sunday,6,2013,1,48,Lower,40-50,0,Not Accepted
Postgraduate,7500.0,45,Partner,1,1,0,7,2,8,11,3,8,21,4,3,2,2,7,0,0,0,India,0,0,0,0,7,Tuesday,5,2013,1,53,Lower,40-50,0,Not Accepted
Graduate,42586.0,69,Partner,2,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,Spain,0,0,0,1,29,Monday,10,2012,1,252,Middle,60-70,1,Accepted
Graduate,42586.0,69,Partner,2,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,Spain,0,0,0,1,29,Monday,10,2012,1,252,Middle,60-70,1,Accepted
Undergraduate,9722.0,51,Partner,1,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,Spain,0,0,0,1,2,Tuesday,10,2012,1,103,Lower,50-60,1,Accepted
Postgraduate,86836.0,49,Partner,0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,0,Spain,1,1,0,1,12,Wednesday,9,2012,0,557,Upper,40-50,4,Accepted
Graduate,30467.0,52,Partner,1,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,Canada,0,0,0,0,19,Wednesday,3,2014,1,24,Lower,50-60,0,Not Accepted
Postgraduate,54549.0,72,Partner,1,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,South Africa,0,0,0,0,3,Monday,3,2014,1,233,Middle,70-80,0,Not Accepted
Graduate,19444.0,42,Partner,1,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,South Africa,0,0,0,1,22,Saturday,2,2014,1,54,Lower,40-50,1,Accepted
Postgraduate,69245.0,68,Partner,1,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,South Africa,0,0,0,0,24,Friday,1,2014,1,843,Upper,60-70,0,Not Accepted
Postgraduate,72968.0,61,Alone,0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,Spain,0,1,0,1,16,Monday,12,2013,0,1958,Upper,60-70,2,Accepted
Graduate,48686.0,71,Partner,3,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,Spain,0,0,0,0,4,Wednesday,12,2013,1,20,Middle,70-80,0,Not Accepted
Graduate,73687.0,34,Partner,0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,South Africa,0,1,0,1,28,Thursday,11,2013,0,1627,Upper,30-40,2,Accepted
Postgraduate,82716.0,80,Alone,0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,Canada,0,0,0,0,5,Tuesday,11,2013,0,1167,Upper,70-80,0,Not Accepted
Postgraduate,35523.0,43,Partner,1,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,Germany,0,0,0,0,3,Thursday,10,2013,1,66,Middle,40-50,0,Not Accepted
Postgraduate,60554.0,49,Alone,1,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,South Africa,0,0,0,0,9,Friday,8,2013,1,811,Middle,40-50,0,Not Accepted
Graduate,64090.0,68,Partner,1,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,South Africa,0,0,0,1,7,Wednesday,8,2013,1,797,Middle,60-70,1,Accepted
Graduate,61559.0,59,Alone,1,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,Spain,0,0,0,0,17,Wednesday,7,2013,1,530,Middle,50-60,0,Not Accepted
Postgraduate,71670.0,62,Alone,0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,0,Spain,1,0,1,1,9,Tuesday,7,2013,0,1766,Upper,60-70,4,Accepted
Postgraduate,67680.0,73,Alone,1,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,Australia,0,0,0,0,11,Tuesday,6,2013,1,606,Middle,70-80,0,Not Accepted
Graduate,54386.0,43,Partner,1,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,Spain,0,0,0,0,17,Friday,5,2013,1,470,Middle,40-50,0,Not Accepted
Postgraduate,64108.0,71,Alone,1,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,Australia,0,0,0,0,23,Saturday,3,2013,1,1099,Middle,70-80,0,Not Accepted
Postgraduate,69702.0,73,Partner,1,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,Spain,0,0,0,0,19,Tuesday,2,2013,1,1039,Upper,70-80,0,Not Accepted
Graduate,47958.0,72,Alone,1,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,South Africa,0,0,0,0,19,Saturday,1,2013,1,407,Middle,70-80,0,Not Accepted
Graduate,67716.0,64,Partner,1,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,Canada,0,0,0,0,10,Thursday,1,2013,1,1016,Middle,60-70,1,Accepted
Graduate,34600.0,53,Partner,2,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,Spain,0,0,0,1,1,Tuesday,1,2013,1,318,Lower,50-60,1,Accepted
Graduate,34600.0,53,Partner,2,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,Spain,0,0,0,1,1,Tuesday,1,2013,1,318,Lower,50-60,1,Accepted
Graduate,48752.0,55,Partner,2,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,Spain,0,0,0,1,12,Wednesday,12,2012,1,316,Middle,50-60,1,Accepted
Postgraduate,15716.0,36,Partner,1,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,1,South Africa,0,0,0,0,12,Monday,11,2012,1,92,Lower,30-40,0,Not Accepted
Postgraduate,46610.0,72,Alone,2,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,Australia,0,0,0,1,29,Monday,10,2012,1,302,Middle,70-80,1,Accepted
Graduate,74985.0,47,Partner,0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,Germany,0,0,0,0,11,Tuesday,9,2012,0,1869,Upper,40-50,0,Not Accepted
Postgraduate,45576.0,79,Alone,0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,Spain,0,0,0,1,28,Wednesday,5,2014,0,145,Middle,70-80,1,Accepted
Postgraduate,113734.0,79,Alone,0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,Spain,0,0,0,0,28,Wednesday,5,2014,0,277,Upper,70-80,0,Not Accepted
Graduate,57100.0,37,Alone,1,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,South Africa,0,0,0,0,18,Sunday,5,2014,1,311,Middle,30-40,0,Not Accepted
Graduate,24434.0,52,Partner,2,2,0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,India,0,0,0,0,18,Sunday,5,2014,1,50,Lower,50-60,0,Not Accepted
Postgraduate,37126.0,53,Partner,1,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,Spain,0,0,0,1,30,Sunday,3,2014,1,72,Middle,50-60,2,Accepted
Graduate,45160.0,66,Alone,2,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,Australia,0,0,0,0,29,Saturday,3,2014,1,21,Middle,60-70,0,Not Accepted
Graduate,33178.0,47,Partner,1,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,Spain,0,0,0,0,30,Thursday,1,2014,1,49,Lower,40-50,0,Not Accepted
Postgraduate,64866.0,74,Alone,1,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,Canada,0,0,0,0,26,Sunday,1,2014,1,556,Middle,70-80,1,Accepted
Postgraduate,34176.0,49,Partner,1,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,Canada,0,0,0,0,22,Wednesday,1,2014,1,28,Lower,40-50,0,Not Accepted
Postgraduate,50014.0,56,Alone,1,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,Spain,0,0,0,0,22,Wednesday,1,2014,1,396,Middle,50-60,0,Not Accepted
Graduate,92344.0,76,Partner,0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,0,Australia,1,0,0,0,15,Wednesday,1,2014,0,1899,Upper,70-80,2,Accepted
Postgraduate,55282.0,54,Alone,1,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,Spain,0,0,0,0,13,Friday,12,2013,1,235,Middle,50-60,0,Not Accepted
Postgraduate,48799.0,61,Alone,1,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,Spain,0,0,0,0,5,Tuesday,11,2013,1,331,Middle,60-70,0,Not Accepted
Postgraduate,84169.0,42,Partner,0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,0,Spain,1,0,0,1,7,Wednesday,8,2013,0,1919,Upper,40-50,3,Accepted
Postgraduate,84169.0,42,Partner,0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,0,South Africa,1,0,0,1,7,Wednesday,8,2013,0,1919,Upper,40-50,3,Accepted
Postgraduate,39763.0,53,Alone,1,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,Spain,0,0,0,1,4,Sunday,8,2013,1,167,Middle,50-60,1,Accepted
Postgraduate,74165.0,49,Alone,0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,Canada,0,0,0,0,1,Wednesday,5,2013,0,1293,Upper,40-50,0,Not Accepted
Graduate,42720.0,59,Alone,2,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,Germany,0,0,0,1,24,Wednesday,4,2013,1,654,Middle,50-60,1,Accepted
Graduate,65275.0,80,Partner,0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,Spain,0,0,0,0,3,Wednesday,4,2013,0,746,Middle,70-80,0,Not Accepted
Graduate,36443.0,63,Partner,2,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,Spain,0,0,0,0,3,Sunday,2,2013,1,138,Middle,60-70,0,Not Accepted
Postgraduate,43776.0,72,Partner,2,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,South Africa,0,0,0,1,3,Sunday,2,2013,1,275,Middle,70-80,1,Accepted
Graduate,56046.0,59,Partner,0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,Germany,0,0,0,1,2,Wednesday,1,2013,0,692,Middle,50-60,2,Accepted
Graduate,65148.0,66,Partner,1,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,Canada,0,0,0,0,16,Friday,11,2012,1,1115,Middle,60-70,0,Not Accepted
Graduate,49431.0,69,Alone,1,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,Spain,0,0,0,0,3,Friday,8,2012,1,365,Middle,60-70,0,Not Accepted
Postgraduate,32583.0,63,Partner,2,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,Spain,0,0,0,0,15,Sunday,6,2014,1,9,Lower,60-70,0,Not Accepted
Postgraduate,16653.0,45,Alone,1,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,Spain,0,0,0,1,18,Friday,4,2014,1,69,Lower,40-50,1,Accepted
Postgraduate,26850.0,53,Partner,2,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,Spain,0,0,0,0,18,Friday,4,2014,1,63,Lower,50-60,0,Not Accepted
Graduate,51287.0,56,Partner,2,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,Spain,0,0,0,0,1,Tuesday,4,2014,1,182,Middle,50-60,0,Not Accepted
Postgraduate,43050.0,51,Partner,1,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,Spain,0,0,0,0,18,Tuesday,3,2014,1,76,Middle,50-60,0,Not Accepted
Graduate,73448.0,55,Partner,0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,Canada,0,0,0,0,10,Monday,2,2014,0,725,Upper,50-60,0,Not Accepted
Undergraduate,17256.0,32,Partner,1,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,USA,0,0,0,0,23,Saturday,11,2013,1,62,Lower,30-40,1,Accepted
Graduate,86429.0,63,Alone,0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,South Africa,0,1,0,1,21,Thursday,11,2013,0,1449,Upper,60-70,2,Accepted
Postgraduate,33569.0,41,Partner,1,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,Spain,0,0,0,1,16,Wednesday,10,2013,1,63,Lower,40-50,2,Accepted
Postgraduate,25130.0,44,Partner,1,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,Canada,0,0,0,0,2,Wednesday,10,2013,1,50,Lower,40-50,0,Not Accepted
Graduate,62998.0,72,Partner,1,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,Canada,0,0,0,0,30,Monday,9,2013,1,463,Middle,70-80,0,Not Accepted
Postgraduate,26907.0,48,Partner,2,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,Spain,0,0,0,0,20,Tuesday,8,2013,1,22,Lower,40-50,0,Not Accepted
Postgraduate,26907.0,48,Partner,2,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,Australia,0,0,0,0,20,Tuesday,8,2013,1,22,Lower,40-50,0,Not Accepted
Postgraduate,45579.0,76,Partner,1,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,Spain,0,0,0,0,20,Tuesday,8,2013,1,183,Middle,70-80,0,Not Accepted
Graduate,47320.0,67,Partner,1,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,Canada,0,0,0,0,1,Thursday,8,2013,1,414,Middle,60-70,0,Not Accepted
Postgraduate,70179.0,48,Alone,1,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,South Africa,0,0,0,0,21,Sunday,7,2013,1,1034,Upper,40-50,0,Not Accepted
Postgraduate,70179.0,48,Alone,1,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,USA,0,0,0,0,21,Sunday,7,2013,1,1034,Upper,40-50,0,Not Accepted
Postgraduate,28072.0,38,Partner,1,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,Canada,0,0,0,0,8,Monday,7,2013,1,47,Lower,30-40,0,Not Accepted
Graduate,50501.0,70,Partner,2,1,1,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,India,0,0,0,1,18,Tuesday,6,2013,1,500,Middle,60-70,2,Accepted
Graduate,58917.0,55,Partner,3,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,South Africa,0,0,0,0,24,Sunday,3,2013,1,282,Middle,50-60,0,Not Accepted
Graduate,69372.0,75,Partner,0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,0,Canada,1,0,0,1,19,Tuesday,2,2013,0,1381,Upper,70-80,3,Accepted
Postgraduate,35178.0,53,Partner,1,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,Spain,0,0,0,1,10,Thursday,1,2013,1,59,Lower,50-60,2,Accepted
Postgraduate,35178.0,53,Partner,1,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,Australia,0,0,0,1,10,Thursday,1,2013,1,59,Lower,50-60,2,Accepted
Graduate,75693.0,56,Alone,0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,0,Spain,1,1,0,1,6,Thursday,12,2012,0,1442,Upper,50-60,4,Accepted
Graduate,69109.0,42,Partner,0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,USA,1,0,0,1,9,Friday,11,2012,0,1555,Upper,40-50,2,Accepted
Graduate,69109.0,42,Partner,0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,Spain,1,0,0,1,9,Friday,11,2012,0,1555,Upper,40-50,2,Accepted
Graduate,80134.0,30,Partner,0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,0,Spain,1,1,1,0,14,Friday,2,2014,0,1378,Upper,20-30,4,Accepted
Graduate,64713.0,54,Alone,1,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,Australia,0,0,0,1,7,Friday,2,2014,1,602,Middle,50-60,1,Accepted
Graduate,41411.0,38,Alone,0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,Spain,0,0,0,0,7,Saturday,12,2013,0,139,Middle,30-40,0,Not Accepted
Postgraduate,55521.0,69,Alone,3,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,Spain,0,0,0,1,22,Tuesday,10,2013,1,446,Middle,60-70,2,Accepted
Postgraduate,43795.0,56,Partner,1,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,Spain,0,0,0,1,16,Wednesday,10,2013,1,492,Middle,50-60,2,Accepted
Graduate,22070.0,54,Partner,1,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,South Africa,0,0,0,0,4,Friday,10,2013,1,67,Lower,50-60,0,Not Accepted
Postgraduate,36408.0,75,Partner,2,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,Germany,0,0,0,0,21,Saturday,9,2013,1,22,Middle,70-80,0,Not Accepted
Graduate,34026.0,74,Partner,2,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,Canada,0,0,0,0,5,Monday,8,2013,1,76,Lower,70-80,0,Not Accepted
Graduate,34026.0,74,Partner,2,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,Spain,0,0,0,0,5,Monday,8,2013,1,76,Lower,70-80,0,Not Accepted
Graduate,46049.0,48,Partner,2,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,Spain,0,0,0,1,21,Sunday,7,2013,1,515,Middle,40-50,1,Accepted
Postgraduate,35641.0,52,Partner,1,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,South Africa,0,0,0,1,14,Sunday,7,2013,1,178,Middle,50-60,1,Accepted
Postgraduate,32414.0,40,Partner,0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,South Africa,0,0,0,0,4,Thursday,7,2013,0,52,Lower,30-40,1,Accepted
Postgraduate,59821.0,69,Partner,1,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,South Africa,0,0,0,0,12,Friday,4,2013,1,734,Middle,60-70,0,Not Accepted
Graduate,34968.0,44,Partner,1,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,South Africa,0,0,0,0,10,Wednesday,4,2013,1,221,Lower,40-50,0,Not Accepted
Postgraduate,56320.0,57,Partner,1,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,Spain,0,0,0,0,8,Monday,4,2013,1,702,Middle,50-60,0,Not Accepted
Postgraduate,70091.0,55,Partner,1,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,Spain,0,0,0,0,31,Sunday,3,2013,1,1161,Upper,50-60,1,Accepted
Graduate,46097.0,68,Partner,1,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,South Africa,0,0,0,0,31,Sunday,3,2013,1,241,Middle,60-70,0,Not Accepted
Postgraduate,41003.0,61,Alone,0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,South Africa,0,0,0,0,17,Sunday,3,2013,0,601,Middle,60-70,0,Not Accepted
Graduate,44911.0,65,Partner,1,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,Spain,0,0,0,0,15,Friday,3,2013,1,215,Middle,60-70,0,Not Accepted
Graduate,33249.0,49,Alone,1,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,Australia,0,0,0,0,20,Wednesday,2,2013,1,112,Lower,40-50,0,Not Accepted
Graduate,33249.0,49,Alone,1,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,Spain,0,0,0,0,20,Wednesday,2,2013,1,112,Lower,40-50,0,Not Accepted
Postgraduate,42873.0,74,Alone,2,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,Canada,0,0,0,0,21,Monday,1,2013,1,269,Middle,70-80,0,Not Accepted
